"","ds","dep_var","trend","season","holiday","competitor_sales_B","events","tv_S","ooh_S","print_S","facebook_I","search_clicks_P","newsletter","intercept","depVarHat","solID"
"123",2018-05-07,889546.666666667,35877.6809774642,-225270.87385429,-40876.7517320611,294265.115079708,0,9417.96746280532,108409.754247963,1128.80153241022,11187.6668415701,67286.013538584,894.07458838063,754684.272246818,1017003.72092935,"1_145_1"
"124",2018-05-14,862850,35861.5203655177,-203260.726746533,0,275694.414568126,0,5422.06495667525,70453.0583037871,84257.9213934614,300509.603907928,4827.87378159108,19949.2755501456,754684.272246818,1348399.27832752,"1_145_1"
"125",2018-05-21,2601601.66666667,35845.3597535713,-214943.186686475,186967.179988705,308635.150924952,0,20191.3810097494,77021.380866535,51427.6262862701,11355.2910356588,270.462054162504,33563.5057300215,754684.272246818,1265018.42320997,"1_145_1"
"126",2018-05-28,905008.333333334,35829.1991416249,-254778.911796044,0,296241.727560188,0,11689.3076621837,47973.2740035879,74532.910875081,10087.2094197757,39899.8189840682,67447.2338443671,754684.272246818,1083606.04194165,"1_145_1"
"127",2018-06-04,910551.666666667,35813.0385296785,-286665.809440293,0,304092.278147859,0,6737.58726933263,28773.3172991862,43838.0055838567,105.903170152811,71536.8565972578,75418.5862021075,754684.272246818,1034334.03560596,"1_145_1"
"128",2018-06-11,923853.333333333,35796.8779172678,-282853.133369552,0,289079.600314764,0,88370.6923708654,16845.0562061881,79804.0603928148,1.08492468316183,49544.4711470813,23089.4900856971,754684.272246818,1054362.47223663,"1_145_1"
"129",2018-06-18,982420,35780.717304857,-251912.039638492,0,326914.53375911,0,53031.6784013233,53630.0283021766,47881.8610307901,0.0111116814025673,73429.837304289,45920.0779448184,754684.272246818,1139360.97776737,"1_145_1"
"130",2018-06-25,1056811.66666667,35764.5566924463,-223766.1130972,0,337513.768814848,0,31232.3320971668,32399.8974743174,95952.3146462481,54881.1670172625,63834.1339533422,37386.2712052432,754684.272246818,1219882.60105049,"1_145_1"
"131",2018-07-02,932326.666666667,35748.3960800355,-211552.841103165,0,284494.752947973,0,131157.886492413,143152.833205752,61348.5968261364,648.40591846205,47879.3566691069,28622.8906258974,754684.272246818,1276184.54990943,"1_145_1"
"132",2018-07-09,1126221.66666667,35732.2354676248,-197677.844925084,0,356229.426919012,0,80557.9898994602,97724.4117545389,99118.1499255782,229666.188004273,64689.7962662106,26769.1414125748,754684.272246818,1547493.76697101,"1_145_1"
"133",2018-07-16,1140006.66666667,35716.074855214,-160471.336858272,0,359639.887376438,0,113334.180358564,109009.759629784,64198.6416760316,5311.03755129233,72785.2006103813,13952.3122873566,754684.272246818,1368160.02973361,"1_145_1"
"134",2018-07-23,1479303.33333333,35699.9142428033,-106557.478113983,0,461432.2745136,0,131384.534748736,70901.785308369,80715.70538068,55.1048546544086,77196.6631840648,38485.416776349,754684.272246818,1543998.19314209,"1_145_1"
"135",2018-07-30,1647193.33333333,35683.7535446616,-66550.06805096,0,550434.833867304,0,80707.2445090381,43806.5350519493,48597.7931269732,0.564451933337895,127173.209793187,16797.8513156586,754684.272246818,1591335.98985656,"1_145_1"
"136",2018-08-06,2009478.33333333,35667.59284652,-57888.4248150681,0,605607.877485194,0,136405.334510167,115505.835641347,86962.6504756512,0.00578104842580654,135173.778472569,169571.139898975,754684.272246818,1981690.06254322,"1_145_1"
"137",2018-08-13,1523443.33333333,35651.4321483783,-60966.3042348713,0,504426.876794151,0,84023.1461897525,75808.1356727458,53641.3211442402,99024.9076463002,13959.4744306021,86056.8626923112,754684.272246818,1646310.12473043,"1_145_1"
"138",2018-08-20,1420118.33333333,35635.2714502367,-39699.6098706465,0,421610.710786937,0,293480.87938692,125758.65648209,29264.6488817469,1334.83884236519,807.919355067232,57766.4405983974,754684.272246818,1680644.02815993,"1_145_1"
"139",2018-08-27,1673551.66666667,35619.1107520951,16811.6753373268,0,555151.916218345,0,197899.733557045,83735.5393290817,14721.3296011458,69898.5474777017,115980.705293924,149784.363891869,754684.272246818,1994287.19370535,"1_145_1"
"140",2018-09-03,2061091.66666667,35602.9500539534,81338.1717583467,0,640877.151701038,0,180340.126538762,109741.406672261,37533.1537940198,862.057983955845,153893.959961289,256502.882679325,754684.272246818,2251376.13338977,"1_145_1"
"141",2018-09-10,2144110,35586.7893583329,119524.854430925,0,715035.432470529,0,113840.906684765,71449.9723102659,36111.0567140053,8.8475828978511,157810.796091479,218475.431414068,754684.272246818,2222528.35930409,"1_145_1"
"142",2018-09-17,2058653.33333333,35570.6286627124,127204.018923833,0,655294.271214917,0,69263.0815291682,93281.1956486787,93788.6394181943,61004.7128324204,161982.0030481,285733.39838282,754684.272246818,2337806.22190766,"1_145_1"
"143",2018-09-24,2208345,35554.4679670919,130319.580342786,0,729641.888439129,0,50013.8904649879,88219.7319530894,59442.5651772122,733.319553852095,165721.955816755,71448.1435874558,754684.272246818,2085779.81554918,"1_145_1"
"144",2018-10-01,2603008.33333333,35538.3072714713,150870.319676735,21020.9628494883,789903.073788106,0,427124.235058795,83652.8392740298,66393.185244885,4742.58143095489,175389.267217955,104875.051846177,754684.272246818,2614194.09590541,"1_145_1"
"145",2018-10-08,2313193.33333333,35522.1465758508,182991.314895158,0,762421.738898451,0,313260.056962359,52565.4739357935,67130.6801296746,16870.3290896192,180051.447534156,73445.1030465484,754684.272246818,2438942.56331443,"1_145_1"
"146",2018-10-15,2813106.66666667,35505.9858802303,207426.408509342,0,837900.866840165,0,322706.26491034,100616.647867381,53750.8431567106,52844.5662663087,164380.673843465,161409.207180227,754684.272246818,2691225.73670099,"1_145_1"
"147",2018-10-22,2665110,35489.8251846098,222008.520891622,0,891463.047922647,0,221510.218182127,64691.703524622,29335.5406210998,620.806106284473,166993.25215209,193643.672209892,754684.272246818,2580440.85904181,"1_145_1"
"148",2016-01-04,2171506.66666667,5435.60664901066,235879.071776366,0,879557.229227406,0,195680.099267643,135525.945357751,70474.7064662455,67300.7980079663,40426.4532345765,114877.950151847,658203.425888829,2403361.28602764,"1_174_1"
"149",2016-01-11,2464131.66666667,5439.38376981655,173333.555376127,0,939814.692192972,0,145839.07467494,86878.5681046522,96780.1219530371,99348.1728413388,38387.9919184738,102946.609532916,658203.425888829,2346971.5962531,"1_174_1"
"150",2016-01-18,2012520,5443.16089062594,114763.938622566,0,845405.624839848,0,93113.0424676248,48920.9698007779,64173.7118411804,58214.4069512281,29459.5799773502,100069.789633385,658203.425888829,2017767.65091342,"1_174_1"
"151",2016-01-25,1738911.66666667,5446.93801143533,82291.6179844064,0,698084.157492407,0,57227.331592883,25160.0217366287,77989.8427421184,45207.900275859,19665.3111317538,81346.9451868148,658203.425888829,1750623.49204314,"1_174_1"
"152",2016-02-01,1772306.66666667,5450.71513224472,67947.8490393851,0,691110.622894382,0,154118.359162569,72432.1595893266,46988.3904391529,691.002075483822,27888.5587159754,51540.0281530059,658203.425888829,1776371.11109035,"1_174_1"
"153",2016-02-08,1809058.33333333,5454.4922530541,51769.9504236182,0,740600.447016018,0,99002.6842855267,39364.7692919258,55192.5517865044,40783.290060407,19861.5833256551,44174.3818416085,658203.425888829,1754407.57617315,"1_174_1"
"154",2016-02-15,1952740,5458.2693738635,24201.7151774427,0,734345.62938982,0,302947.92716828,19813.0148412811,46754.5274994081,13710.453499625,260.541896299714,76313.0120290242,658203.425888829,1882008.51676387,"1_174_1"
"155",2016-02-22,1507805,5462.04649467288,-11598.5202669452,0,633984.667408626,0,218727.444162387,9554.86246342341,24454.546966638,184.481463517246,2.89611246835959,88645.7730473167,658203.425888829,1627621.62374093,"1_174_1"
"156",2016-02-29,1510391.66666667,5465.82361537026,-50700.9089156945,0,575265.906982674,0,280073.300756069,4508.83502227011,11690.1289307045,36706.4859512585,10602.6415435805,19786.2611340386,658203.425888829,1551601.9009091,"1_174_1"
"157",2016-03-07,1588840,5469.60073606763,-90440.2007739711,0,630086.267859036,0,198432.101331995,2105.41528971941,83015.260552707,541.197518060886,28182.5743482057,21841.2010536271,658203.425888829,1537436.84380428,"1_174_1"
"158",2016-03-14,1605990,5473.377856765,-125235.867022029,0,622824.565463042,0,215997.907022693,72528.2048723662,51269.1817451981,6.93505165099167,14611.8196767462,13891.4111834931,658203.425888829,1529570.96173875,"1_174_1"
"159",2016-03-21,1356010,5477.15497746238,-147411.431927935,15905.9640853139,570078.256055125,0,145420.183340154,39426.1025333913,27336.9523544077,0.0886961434322157,18496.9018942723,16878.797957957,658203.425888829,1349812.39585512,"1_174_1"
"160",2016-03-28,2103936.66666667,5480.93209815975,-158766.947271224,827255.077702884,568380.146908669,0,92816.9635190321,87557.2586961038,78245.808073031,134037.486698609,15314.9207390261,26655.0291087082,658203.425888829,2335180.10216183,"1_174_1"
"161",2016-04-04,1120835,5484.70921885712,-175625.651993934,0,471473.289005624,0,57033.3907800383,49386.9212984751,47201.3651594132,6193.44784892094,10063.6163062535,28920.9229154194,658203.425888829,1158335.4364279,"1_174_1"
"162",2016-04-11,1141140,5488.4863395545,-212807.380469446,0,475309.893272499,0,34178.5927477189,88658.4540129405,24734.9241365505,81.0218027156516,9047.86290083958,10048.5167288272,658203.425888829,1092943.79736103,"1_174_1"
"163",2016-04-18,1166880,5492.26345982477,-261314.677668326,0,461999.819939705,0,118763.788397262,50146.3198210397,11836.9650903778,28517.9845756938,13114.5308864115,28817.6421007134,658203.425888829,1115578.06249153,"1_174_1"
"164",2016-04-25,888806.666666667,5496.04058009504,-290478.910511473,285335.274813622,373354.360771603,0,74344.1274454899,25862.5687477111,5395.7815390495,406.603551527886,8239.94608374375,19156.2374916027,658203.425888829,1165315.4564018,"1_174_1"
"165",2016-05-02,898873.333333333,5499.81770036531,-279889.620329443,-58270.836258785,360921.023776437,0,45091.9956886863,12635.9135192677,74872.6431484459,5.20779148695738,6654.47482555043,13252.9725941708,658203.425888829,838977.018345011,"1_174_1"
"166",2016-05-09,889373.333333334,5503.59482063558,-246767.311447709,0,370956.4515766,0,26801.2160072321,76808.8917707509,44436.6517158283,0.066604859234299,8694.15403278722,4214.41479908754,658203.425888829,948851.555768901,"1_174_1"
"167",2016-05-16,1915375,5507.37194090586,-232971.144256376,266526.410960964,383275.530355154,0,15732.4981348582,42188.8640442012,23016.96148778,75118.4908060773,103.434398163666,54544.5066290378,658203.425888829,1291246.35038959,"1_174_1"
"168",2016-05-23,1006845,5511.14906117613,-261155.68836957,0,415224.195970317,0,9166.39011728143,109962.348107086,10942.2151720397,1318.40856438417,1.14834365405353,80377.9465876954,658203.425888829,1029551.53944289,"1_174_1"
"169",2016-05-30,869198.333333334,5514.92618126767,-308984.322176494,0,365127.895288317,0,5317.2471180849,65710.9276187117,4971.54984404517,16.9420964485035,8109.4573266047,47895.6785435064,658203.425888829,851883.727729321,"1_174_1"
"170",2016-06-06,727250,5518.70330135922,-332685.466111911,0,306133.200008117,0,3076.51000248808,35142.1443960056,2210.40203465267,0.216689508356707,5107.13976468004,18983.8832723939,658203.425888829,701690.159246123,"1_174_1"
"171",2016-06-13,753730,5522.48042145077,-313917.969988065,0,317371.239677616,0,1777.38240741013,17522.3752714554,973.124445357669,0.00277129260330233,9769.40510442239,18340.6724479622,658203.425888829,715562.138447731,"1_174_1"
"172",2016-06-20,999196.666666667,5526.25754154231,-275717.307231471,0,379896.337293195,0,163410.772172366,108884.933149545,426.540398546384,38160.9386898052,9124.48530220507,5499.13817673728,658203.425888829,1093415.5213813,"1_174_1"
"173",2016-06-27,845843.333333333,5530.03466163386,-250223.158538502,0,356478.069062019,0,105699.695377792,64881.6548490022,186.600546412741,566.070024415911,6693.51046136971,4414.91936858516,658203.425888829,952430.821701558,"1_174_1"
"174",2016-07-04,1126016.66666667,5533.81178172541,-239071.722653856,0,440105.372935163,0,136252.527910856,34630.4728679499,50572.9600215304,7.25442766198296,8424.9773315442,5131.21415932608,658203.425888829,1099790.29467073,"1_174_1"
"175",2016-07-11,1140978.33333333,5537.58890181695,-215257.526503193,0,480127.529180686,0,86382.545846932,17247.7150296349,26885.1624954453,0.0927809237838359,13602.4881319251,15335.1999615737,658203.425888829,1088064.22171457,"1_174_1"
"176",2016-07-18,1242656.66666667,5541.36602090362,-162735.779903594,0,482318.99168629,0,70849.8057429533,145387.218970424,51237.2079020799,38721.3574167603,8612.20904932057,14401.1950249857,658203.425888829,1312536.99779895,"1_174_1"
"177",2016-07-25,1293483.33333333,5545.14313999029,-102262.697085234,0,543171.959396718,0,42867.7898806149,95890.989067055,27316.144686651,575.734793728105,15181.6892639358,39335.9223463983,658203.425888829,1325826.10137869,"1_174_1"
"178",2016-08-01,1484843.33333333,5548.92025907696,-68987.2121484598,0,554476.964974629,0,200351.904196479,124748.493778789,13203.8676704933,82315.6366734094,17850.0996654059,43219.5378499666,658203.425888829,1630931.63880862,"1_174_1"
"179",2016-08-08,1485698.33333333,5552.69737816363,-68421.3615666267,0,623141.486984396,0,133267.397137504,77590.1023243503,19462.8321798961,1498.17072187192,19790.7314615429,66738.5481031746,658203.425888829,1536824.0306131,"1_174_1"
"180",2016-08-15,1556608.33333333,5556.4744972503,-66147.1603746896,0,600559.725100673,0,221554.703849163,42699.293205849,9128.09691179483,9682.74786504054,259.443552362754,85021.4023844748,658203.425888829,1566518.15288075,"1_174_1"
"181",2016-08-22,1391206.66666667,5560.25161633697,-26181.7231100632,0,556092.344109939,0,149807.709501215,21652.659449521,78161.4231099908,6879.93870095604,2.88387891314185,91972.7291372907,658203.425888829,1542151.64228293,"1_174_1"
"182",2016-08-29,2018783.33333333,5564.02873542364,47111.2351447777,0,764876.913000007,0,211440.875300036,118613.789497575,47131.0944210675,90.2312228764451,24581.6469670106,27194.0690128938,658203.425888829,1904807.3091905,"1_174_1"
"183",2016-09-05,2170721.66666667,5567.80585403008,113745.563151279,0,821344.685668433,0,226445.52995839,111021.525471362,47248.6188594308,607.863519401355,20216.4102509616,10117.1388978333,658203.425888829,2014518.56751995,"1_174_1"
"184",2016-09-12,2247670,5571.58297263651,143272.241798748,0,922019.794688901,0,153700.985368491,126361.548421034,24764.6363897429,7.79120753231944,31051.0403449697,27373.4434825492,658203.425888829,2092326.49056343,"1_174_1"
"185",2016-09-19,2192026.66666667,5575.36009124294,146059.096468087,0,839004.264114639,0,98704.0477428838,95346.8914396322,95706.8388163967,83504.756420728,33653.5064879454,52064.2026785069,658203.425888829,2107822.39014889,"1_174_1"
"186",2016-09-26,1895213.33333333,5579.13720984938,155379.413631844,0,777932.995109558,0,60904.9564117196,124291.481208825,63099.5505424929,1529.15931922632,21736.425952858,15960.9668423094,658203.425888829,1884617.51211751,"1_174_1"
"187",2016-10-03,2232910,5582.91432845581,186057.343547897,29965.9105066265,806526.176873273,0,392064.931393645,121433.141834367,74632.5257155525,59112.5666459956,29268.6661944542,41417.6049074961,658203.425888829,2404265.20783659,"1_174_1"
"188",2016-10-10,2406035,5586.69144706225,221922.681124442,0,972569.723191161,0,305761.028991773,74842.9606233515,79411.5045720003,75961.893980537,41115.0813001162,93665.7586915348,658203.425888829,2529040.74981081,"1_174_1"
"189",2016-10-17,2252445,5590.46856556872,244574.040499639,0,849249.795876035,0,365091.925513463,71641.3568476269,48178.0298567154,110162.396097,40898.4688647244,119780.169998406,658203.425888829,2513370.07800801,"1_174_1"
"190",2016-10-24,2663125,5594.2456840752,262097.323313752,0,1053879.19951119,0,277980.968733263,120931.629307817,70678.8839810077,118781.675918842,34352.1113911632,100301.638086029,658203.425888829,2702801.10181597,"1_174_1"
"191",2016-10-31,2974771.66666667,5598.02280258167,297473.267641381,0,1127147.84842172,0,370542.154742917,74431.7347502878,41121.5112150242,133951.773571611,37750.5563474873,77003.7148470436,658203.425888829,2823224.01022888,"1_174_1"
"192",2016-11-07,2826128.33333333,5601.79992108814,350683.96583475,0,1113854.42198141,0,283487.663619147,117321.99336622,75066.0433127733,121781.370590418,47370.2614361366,123373.522402362,658203.425888829,2896744.46835314,"1_174_1"
"193",2016-11-14,3182900,5605.57703959462,385907.636335483,0,1208743.97918586,0,321416.786489063,71504.85798911,44592.7494623018,96697.7069105634,831.617465852445,107863.842580032,658203.425888829,2901368.17934668,"1_174_1"
"194",2016-11-21,2964696.66666667,5609.35415810109,366371.008923081,0,1138730.30220774,0,254292.92001053,117636.491298912,64035.7325489642,146245.553662719,9.28532237612688,101092.511271931,658203.425888829,2852226.58529319,"1_174_1"
"195",2016-11-28,2848525,5613.13127660757,298930.881592458,0,1177159.02294896,0,176449.342665348,71757.593574806,58003.0434971823,103314.167835664,75053.9477238448,126337.035591997,658203.425888829,2750821.5925957,"1_174_1"
"196",2016-12-05,2740160,5616.84349570121,234065.281779679,0,1038475.7794482,0,186234.572743383,135918.977817437,31850.5757164468,29541.9540886078,72961.71835553,176685.779874249,658203.425888829,2569554.90920807,"1_174_1"
"197",2016-12-12,2380508.33333333,5620.55571479486,217026.252499104,0,996863.718857389,0,122549.691267501,87228.0796466548,15672.9726447043,37004.2129510079,61851.2186991173,140350.191783536,658203.425888829,2342370.31995264,"1_174_1"
"198",2016-12-19,2230915,5624.26793388851,243033.64282213,-280719.31833741,898861.69720924,0,76924.3094741562,149190.015950533,7246.67694048392,11988.3276378776,55548.0679985857,59485.1016022209,658203.425888829,1885386.21512053,"1_174_1"
"199",2016-12-26,3659425,5627.98015298216,265241.537464332,878107.77398245,974896.378641807,0,358355.503279225,99507.0477727918,3248.47075030355,116470.792860512,80816.0552628222,11631.0316410918,658203.425888829,3452105.99769715,"1_174_1"
"200",2017-01-02,2827008.33333333,5631.69237207581,244465.348623365,0,945635.555599121,0,340374.64658294,160685.386385728,97781.1941581231,108252.43183279,67732.0639308047,149026.751339332,658203.425888829,2777788.49671311,"1_174_1"
"201",2017-01-09,2042143.33333333,5635.40459116946,185288.431659925,0,859522.694119777,0,253655.181867885,110950.486940034,65186.7867083079,108271.232654681,70813.2556468542,127895.040331116,658203.425888829,2445421.94040858,"1_174_1"
"202",2017-01-16,2113358.33333333,5639.06997614207,123528.476123729,0,845083.02824151,0,199215.581950704,66475.663931925,46570.3956213211,102947.095945476,69976.1977347035,152395.936789591,658203.425888829,2270034.87220393,"1_174_1"
"203",2017-01-23,2179918.33333333,5642.73536111468,86212.9347489765,0,882540.932479986,0,132396.131056363,35615.7849635924,73979.6360689904,156261.621879067,69458.055031656,105322.555743684,658203.425888829,2205633.81322226,"1_174_1"
"204",2017-01-30,2370613.33333333,5646.40074608729,70118.2138832729,0,895063.557353034,0,253949.824963399,17777.1759282384,43719.6203361186,117370.721151106,74832.8992987212,126188.090603477,658203.425888829,2262869.93015228,"1_174_1"
"205",2017-02-06,1814556.66666667,5650.0661310599,55434.3264672692,0,762816.103377858,0,176162.902687236,8535.87415359046,22577.8726773415,2605.67892160113,53541.3052257266,49191.106042907,658203.425888829,1794718.66157342,"1_174_1"
"206",2017-02-13,1951668.33333333,5653.73151603251,29906.9857705498,0,793300.220792666,0,115042.716723464,109874.276059367,10715.4185121921,148685.839467585,1017.14726092117,78299.8752671063,658203.425888829,1950699.63725871,"1_174_1"
"207",2017-02-20,1918238.33333333,5657.39690100512,-4866.09372060424,0,774034.973898433,0,71821.8380440641,65642.9618065979,70570.8513051689,4107.28629465134,11.3733365523458,89400.9152372382,658203.425888829,1734584.92899194,"1_174_1"
"208",2017-02-27,1472390,5661.06228597773,-43590.9684660142,0,605600.832929212,0,43485.4180969462,35100.1328710709,41037.8364459188,207598.211515502,37759.4087536657,118412.796322985,658203.425888829,1709268.15664409,"1_174_1"
"209",2017-03-06,1477865,5664.31634139056,-83475.3939295787,0,591310.989083324,0,25817.8830527811,17499.8004573669,80244.1394951501,10611.7355065844,52269.6257367942,78685.3115087264,658203.425888829,1436831.83314137,"1_174_1"
"210",2017-03-13,1300166.66666667,5667.57039680339,-119772.571799755,0,519498.817152548,0,111899.00292872,8397.72490880341,48882.4977516776,141.124809224497,47337.9626980587,113132.867917667,658203.425888829,1393388.42265258,"1_174_1"
"211",2017-03-20,1160205,5670.82445221622,-144511.112748976,0,456323.229601773,0,69701.4144457274,3953.21221969186,90219.6206910101,1.80579709102702,32583.6860783337,114517.949804014,658203.425888829,1286664.05622971,"1_174_1"
"212",2017-03-27,1356871.66666667,5674.07850762905,-156932.15664525,0,564587.303790982,0,42139.1822724803,55750.6820620796,57794.13734254,33682.3127506837,51259.9341178781,126403.855572766,658203.425888829,1438562.75566062,"1_174_1"
"213",2017-04-03,1355833.33333333,5677.33256304188,-171335.005148968,0,570457.35119766,0,24995.5612979907,29126.6911670162,31706.5025175939,490.433741279811,35770.0959440046,37920.783581665,658203.425888829,1223013.17275011,"1_174_1"
"214",2017-04-10,1176266.66666667,5680.58661845471,-204681.051260936,15905.9640853139,468023.59887624,0,14654.650590786,162330.06852746,15593.1540961351,6.28339655060464,25878.3648052613,8090.9511376194,658203.425888829,1169685.99676171,"1_174_1"
"215",2017-04-17,1955281.66666667,5683.84067386754,-253093.20001104,827255.077702884,385638.506298498,0,88976.0544639212,112654.014606365,7207.62429780966,0.0803615831564027,27397.3805580763,28639.0193173481,658203.425888829,1888561.82415814,"1_174_1"
"216",2017-04-24,1029928.33333333,5686.54315561706,-288018.419037633,0,417350.710372659,0,54524.8339995189,146975.043631679,3230.50811347082,0.00102776250231076,26066.7637455478,63500.7227298748,658203.425888829,1087520.13362733,"1_174_1"
"217",2017-05-01,2263143.33333333,5689.24563736657,-284455.521663127,285335.274813622,356503.669964859,0,229799.118228426,97391.0056014186,1427.39822268961,1.31442838356162e-05,20809.1441560143,29982.7569483695,658203.425888829,1400685.51781161,"1_174_1"
"218",2017-05-08,813771.666666667,5691.94811911609,-252488.633763527,0,328502.209561349,0,156387.839761137,146692.57484001,626.665115332775,1.68105176565256e-07,15807.1319404746,28794.6784183385,658203.425888829,1088217.83988123,"1_174_1"
"219",2017-05-15,880871.666666667,5694.6506008656,-232440.561256957,0,370834.24825221,0,100629.766200819,97123.1338223828,274.343881240624,2.14993458298115e-09,199.908026094461,69796.1175605561,658203.425888829,1070315.03297604,"1_174_1"
"220",2017-05-22,919185,5697.35308261512,-253494.304392703,-58270.836258785,381489.016120568,0,62178.4320364599,85770.346655367,119.953983385118,65454.3206143801,2.22107429241796,86177.7724439897,658203.425888829,1033327.7012484,"1_174_1"
"221",2017-05-29,826321.666666667,5700.05556436464,-301039.413332816,0,338116.168310829,0,37394.8659197265,48163.5151312198,59125.1809641085,1096.27900715898,13448.456132309,37343.5327031218,658203.425888829,897552.066288851,"1_174_1"
"222",2017-06-05,833798.333333333,5702.46548758511,-331638.396136822,266526.410960964,329119.784050037,0,106647.03565074,74888.5408301251,32629.0521121713,49879.9479463751,15488.3380237248,9856.80442559228,658203.425888829,1217303.40923932,"1_174_1"
"223",2017-06-12,746271.666666667,5704.87541080559,-319757.28757684,0,313652.550899188,0,66180.2687802022,40942.3671593779,16105.8446419254,778.106716429514,19777.8902190784,8510.0897738845,658203.425888829,810098.131912881,"1_174_1"
"224",2017-06-19,1036406.66666667,5707.28533402607,-282287.666846547,0,397157.399222298,0,230498.602147795,20679.9411795013,7458.87315878343,537.531271561878,26261.8601780919,8824.15654763157,658203.425888829,1073041.40808197,"1_174_1"
"225",2017-06-26,927931.666666667,5709.69525724654,-253237.900233053,0,373681.371318707,0,156950.041732835,118348.792603944,48395.9547505294,6.88797998730455,19053.2832965354,2179.15759389463,658203.425888829,1129290.71018945,"1_174_1"
"226",2017-07-03,1126943.33333333,5712.10518046702,-241094.33937573,0,439520.209441695,0,129971.781373744,72331.6049457049,71266.7529078461,124978.372614019,40677.2591601872,20246.9384063653,658203.425888829,1321814.11054313,"1_174_1"
"227",2017-07-10,1184220,5714.5151036875,-221608.792556406,0,498217.026236642,0,82023.9064185966,39300.5868814313,41578.3267142127,2913.53913541651,39418.3438945319,17606.8650751284,658203.425888829,1163367.74279207,"1_174_1"
"228",2017-07-17,1315508.33333333,5716.92502690797,-173739.13939686,0,479328.352228508,0,125731.075345339,104683.514780624,95802.8949801776,37.6581833087697,36112.1144242891,5995.63103567704,658203.425888829,1337872.4524968,"1_174_1"
"229",2017-07-24,1279360,5718.53894960048,-111912.801509414,0,537788.959708095,0,79103.4598713891,61692.5334554772,63195.1850874602,0.481684418174775,37929.3017986172,38898.5876327845,658203.425888829,1370617.67256726,"1_174_1"
"230",2017-07-31,1455811.66666667,5720.15287229299,-72070.2902314337,0,558609.934372894,0,133495.183093814,129698.912440273,45007.9511137787,0.00616038013548918,42301.0873693823,35973.5565596004,658203.425888829,1536939.91963981,"1_174_1"
"231",2017-08-07,1553355,5721.7667949855,-67326.6565247944,0,620094.727320882,0,84464.115563538,119268.610535351,70468.8224551632,7.87864767932243e-05,60269.8298278653,30652.3456815192,658203.425888829,1581816.98762212,"1_174_1"
"232",2017-08-14,1374855,5723.38071767801,-68657.1242367028,0,529526.678183399,0,227056.285247184,73076.1349998087,40958.8897135729,1.00761781783287e-06,1257.57939334079,70632.5339769885,658203.425888829,1537777.7838851,"1_174_1"
"233",2017-08-21,1970110,5724.99464037052,-36541.0825620226,0,791486.718414201,0,154189.263877864,39776.5478823885,74597.6850614053,13784.2196834595,14.0882852354784,86494.1021690663,658203.425888829,1787729.9633408,"1_174_1"
"234",2017-08-28,2336431.66666667,5726.60856306303,33187.706056699,0,884055.799696267,0,374918.71049689,20038.7067029269,44215.2239666469,10130.6809982186,72243.0892781289,137745.188203343,658203.425888829,2240465.13985101,"1_174_1"
"235",2017-09-04,2002065,5726.37164634561,104170.467657386,0,842337.930447904,0,287948.054390001,9668.37405461796,22881.0849726015,134.484319759414,53465.0961323193,116732.585213026,658203.425888829,2101267.87472279,"1_174_1"
"236",2017-09-11,2027418.33333333,5726.13472962819,140791.360084586,0,742830.24781947,0,317812.064096727,116063.789094473,49818.5988703503,2600.63249973214,54073.9679834876,36952.9120548307,658203.425888829,2124873.13312211,"1_174_1"
"237",2017-09-18,1886570,5725.89781291077,146014.055576238,0,793226.192566229,0,232335.199439837,70498.0324937667,26398.682202418,33.5754418841908,62563.113208172,58978.9339322962,658203.425888829,2053977.10856258,"1_174_1"
"238",2017-09-25,2529721.66666667,5725.66089619335,152106.224622448,0,934580.127295688,0,349497.310500499,117431.834180708,12714.8766508865,34881.230797415,77926.971742434,100845.794653841,658203.425888829,2443913.45722894,"1_174_1"
"239",2017-10-02,2357930,5725.42397947593,179468.651830626,29965.9105066265,983563.103986235,0,403694.523009494,101045.336371047,5814.75335796506,510.406984200273,76658.0048380639,130683.141518067,658203.425888829,2575332.68227063,"1_174_1"
"240",2017-10-09,3003391.66666667,5725.18706275851,216223.872161229,0,1027537.76218193,0,372642.689482251,149316.795442885,86144.208404108,91857.5667057566,64655.0410284413,97440.1397413907,658203.425888829,2769746.68809958,"1_174_1"
"241",2017-10-16,2283685,5724.95014604109,241524.996637645,0,960609.687616466,0,285624.127538988,99629.0048206633,54044.5694437191,77122.7506923723,77891.1836768945,161456.844813006,658203.425888829,2621831.54127462,"1_174_1"
"242",2017-10-23,2584721.66666667,5723.67607141168,258233.212142137,0,978136.973712533,0,309636.896726198,89199.8450682393,29165.1827083196,115889.508098613,76413.5665293784,162732.488075007,658203.425888829,2683334.77502067,"1_174_1"
"243",2017-10-30,2565400,5722.40199678228,289313.477255322,-136677.205050096,1047733.09113744,0,238440.970505421,50521.2119572856,14200.0866212339,125199.112167871,78960.4791737714,78885.2265587293,658203.425888829,2450502.27821259,"1_174_1"
"244",2017-11-06,3407085,5721.12792215287,341154.741213944,0,1170768.8862649,0,238776.45619423,145821.767378646,92555.8392601972,70787.2149993584,82939.659265229,113036.799666473,658203.425888829,2919765.91805396,"1_174_1"
"245",2017-11-13,2803291.66666667,5719.85384752346,382960.486566731,0,1179839.42486495,0,163650.485508826,96300.1186460293,60015.6981554778,166092.061929899,2588.2465218733,103283.876627789,658203.425888829,2818653.67855792,"1_174_1"
