order_id,order_date,gross,returns,net_cash,last_click_channel
ORD-001109,2024-01-20,87.85,0.0,87.85,Direct
ORD-001110,2024-01-20,58.05,0.0,58.05,Direct
ORD-001111,2024-01-20,76.66,0.0,76.66,Google
ORD-001112,2024-01-20,84.1,0.0,84.1,Email
ORD-001113,2024-01-20,68.72,0.0,68.72,Meta
ORD-001114,2024-01-20,52.98,0.0,52.98,Meta
ORD-001115,2024-01-20,63.21,37.49,25.72,TikTok
ORD-001116,2024-01-20,32.47,0.0,32.47,Google
ORD-001117,2024-01-20,68.23,0.0,68.23,Email
ORD-001118,2024-01-20,70.08,0.0,70.08,TikTok
ORD-001119,2024-01-20,49.87,0.0,49.87,Email
ORD-001120,2024-01-20,108.1,0.0,108.1,Meta
ORD-001121,2024-01-20,31.82,0.0,31.82,Email
ORD-001122,2024-01-20,92.49,0.0,92.49,Email
ORD-001123,2024-01-20,62.07,0.0,62.07,Google
ORD-001124,2024-01-20,75.72,0.0,75.72,TikTok
ORD-001125,2024-01-20,71.41,0.0,71.41,Meta
ORD-001126,2024-01-20,53.8,0.0,53.8,Google
ORD-001127,2024-01-20,59.45,0.0,59.45,Google
ORD-001128,2024-01-20,43.18,0.0,43.18,TikTok
ORD-001129,2024-01-20,59.78,0.0,59.78,Google
ORD-001130,2024-01-20,74.85,0.0,74.85,Email
ORD-001131,2024-01-20,75.86,0.0,75.86,TikTok
ORD-001132,2024-01-20,67.09,57.03,10.06,Meta
ORD-001133,2024-01-20,93.75,0.0,93.75,Meta
ORD-001134,2024-01-20,37.95,0.0,37.95,Google
ORD-001135,2024-01-20,68.84,0.0,68.84,Meta
ORD-001136,2024-01-20,110.09,0.0,110.09,Meta
ORD-001137,2024-01-20,73.38,0.0,73.38,Google
ORD-001138,2024-01-20,68.21,0.0,68.21,Direct
ORD-001139,2024-01-20,83.53,0.0,83.53,Meta
ORD-001140,2024-01-20,41.49,0.0,41.49,Microsoft
ORD-001141,2024-01-20,60.0,16.53,43.47,Meta
ORD-001142,2024-01-20,97.23,0.0,97.23,Google
ORD-001143,2024-01-20,83.96,0.0,83.96,Email
ORD-001144,2024-01-20,75.87,0.0,75.87,Google
ORD-001145,2024-01-20,46.05,0.0,46.05,Email
ORD-001146,2024-01-20,52.27,0.0,52.27,Meta
ORD-001147,2024-01-20,81.47,0.0,81.47,Email
ORD-001148,2024-01-20,48.04,0.0,48.04,Google
ORD-001149,2024-01-20,52.22,24.91,27.31,Email
ORD-001150,2024-01-20,72.72,62.4,10.32,Email
ORD-001151,2024-01-20,64.55,44.96,19.59,Direct
ORD-001152,2024-01-20,20.98,0.0,20.98,Google
ORD-001153,2024-01-20,54.74,0.0,54.74,Microsoft
ORD-001154,2024-01-20,73.44,45.91,27.53,TikTok
ORD-001155,2024-01-20,86.18,0.0,86.18,TikTok
ORD-001156,2024-01-20,96.01,0.0,96.01,Direct
ORD-001157,2024-01-20,55.47,43.93,11.54,Meta
ORD-001158,2024-01-20,99.73,0.0,99.73,Meta
ORD-001159,2024-01-20,63.49,0.0,63.49,Direct
ORD-001160,2024-01-20,47.57,0.0,47.57,Email
ORD-001161,2024-01-21,37.77,21.46,16.31,Google
ORD-001162,2024-01-21,47.31,0.0,47.31,Microsoft
ORD-001163,2024-01-21,85.06,0.0,85.06,Meta
ORD-001164,2024-01-21,62.66,0.0,62.66,Direct
ORD-001165,2024-01-21,89.63,0.0,89.63,Direct
ORD-001166,2024-01-21,83.15,0.0,83.15,TikTok
ORD-001167,2024-01-21,58.03,0.0,58.03,Google
ORD-001168,2024-01-21,67.37,44.51,22.86,Microsoft
ORD-001169,2024-01-21,59.6,0.0,59.6,Meta
ORD-001170,2024-01-21,81.01,0.0,81.01,Meta
ORD-001171,2024-01-21,79.81,0.0,79.81,Email
ORD-001172,2024-01-21,86.44,0.0,86.44,TikTok
ORD-001173,2024-01-21,64.72,0.0,64.72,Meta
ORD-001174,2024-01-21,99.96,85.83,14.13,Meta
ORD-001175,2024-01-21,59.8,0.0,59.8,Google
ORD-001176,2024-01-21,63.53,0.0,63.53,Email
ORD-001177,2024-01-21,64.28,0.0,64.28,Google
ORD-001178,2024-01-21,60.9,0.0,60.9,Google
ORD-001179,2024-01-21,62.58,0.0,62.58,Google
ORD-001180,2024-01-21,66.33,0.0,66.33,Direct
ORD-001181,2024-01-21,41.91,0.0,41.91,Meta
ORD-001182,2024-01-21,72.77,0.0,72.77,Meta
ORD-001183,2024-01-21,102.01,0.0,102.01,Email
ORD-001184,2024-01-21,88.37,0.0,88.37,Direct
ORD-001185,2024-01-21,86.17,47.4,38.77,Meta
ORD-001186,2024-01-21,61.74,0.0,61.74,Direct
ORD-001187,2024-01-21,57.79,0.0,57.79,Email
ORD-001188,2024-01-21,40.32,30.52,9.8,Meta
ORD-001189,2024-01-21,86.89,0.0,86.89,Google
ORD-001190,2024-01-21,72.42,0.0,72.42,Email
ORD-001191,2024-01-21,77.54,0.0,77.54,Google
ORD-001192,2024-01-21,54.61,52.5,2.11,Direct
ORD-001193,2024-01-21,62.19,0.0,62.19,TikTok
ORD-001194,2024-01-21,50.99,0.0,50.99,Direct
ORD-001195,2024-01-21,98.66,0.0,98.66,TikTok
ORD-001196,2024-01-21,52.56,0.0,52.56,Meta
ORD-001197,2024-01-21,64.38,0.0,64.38,Email
ORD-001198,2024-01-21,70.37,0.0,70.37,Meta
ORD-001199,2024-01-21,51.84,0.0,51.84,Microsoft
ORD-001200,2024-01-21,87.04,55.52,31.52,Email
ORD-001201,2024-01-21,48.18,0.0,48.18,Meta
ORD-001202,2024-01-21,61.41,0.0,61.41,Meta
ORD-001203,2024-01-21,85.21,0.0,85.21,Direct
ORD-001204,2024-01-21,68.4,0.0,68.4,Email
ORD-001205,2024-01-21,57.69,0.0,57.69,Microsoft
ORD-001206,2024-01-21,66.19,0.0,66.19,Meta
ORD-001207,2024-01-21,64.14,0.0,64.14,Direct
ORD-001208,2024-01-21,84.42,0.0,84.42,Email
ORD-001209,2024-01-21,68.92,0.0,68.92,Meta
ORD-001210,2024-01-21,87.34,0.0,87.34,Email
ORD-001211,2024-01-21,67.4,0.0,67.4,Meta
ORD-001212,2024-01-21,47.96,0.0,47.96,TikTok
ORD-001213,2024-01-21,66.12,0.0,66.12,Meta
ORD-001214,2024-01-21,39.45,0.0,39.45,Direct
ORD-001215,2024-01-21,17.95,0.0,17.95,Google
ORD-001216,2024-01-21,115.08,0.0,115.08,Email
ORD-001217,2024-01-21,78.09,0.0,78.09,Google
ORD-001218,2024-01-21,59.84,0.0,59.84,Meta
ORD-001219,2024-01-21,65.05,0.0,65.05,Email
ORD-001220,2024-01-21,54.32,0.0,54.32,Meta
ORD-001221,2024-01-21,80.85,0.0,80.85,Meta
ORD-001222,2024-01-21,45.66,0.0,45.66,Direct
ORD-001223,2024-01-21,42.03,0.0,42.03,Meta
ORD-001224,2024-01-21,78.96,0.0,78.96,Meta
ORD-001225,2024-01-21,79.38,0.0,79.38,Direct
ORD-001226,2024-01-21,98.98,0.0,98.98,Meta
ORD-001227,2024-01-21,73.7,0.0,73.7,Meta
ORD-001228,2024-01-21,73.01,0.0,73.01,Google
ORD-001229,2024-01-21,134.18,0.0,134.18,TikTok
ORD-001230,2024-01-22,65.21,0.0,65.21,Email
ORD-001231,2024-01-22,45.74,0.0,45.74,Meta
ORD-001232,2024-01-22,76.13,0.0,76.13,Google
ORD-001233,2024-01-22,46.3,0.0,46.3,Google
ORD-001234,2024-01-22,62.96,0.0,62.96,Google
ORD-001235,2024-01-22,57.22,55.13,2.09,Microsoft
ORD-001236,2024-01-22,79.34,0.0,79.34,Direct
ORD-001237,2024-01-22,39.98,17.44,22.54,Meta
ORD-001238,2024-01-22,60.19,0.0,60.19,Google
ORD-001239,2024-01-22,71.89,0.0,71.89,Email
ORD-001240,2024-01-22,51.31,0.0,51.31,TikTok
ORD-001241,2024-01-22,66.3,0.0,66.3,Email
ORD-001242,2024-01-22,84.4,0.0,84.4,Google
ORD-001243,2024-01-22,82.04,0.0,82.04,Google
ORD-001244,2024-01-22,74.89,0.0,74.89,Google
ORD-001245,2024-01-22,68.55,0.0,68.55,Google
ORD-001246,2024-01-22,83.64,0.0,83.64,Direct
ORD-001247,2024-01-22,72.96,0.0,72.96,Meta
ORD-001248,2024-01-22,51.94,0.0,51.94,Meta
ORD-001249,2024-01-22,58.3,0.0,58.3,Google
ORD-001250,2024-01-22,79.55,0.0,79.55,Meta
ORD-001251,2024-01-22,87.61,0.0,87.61,Email
ORD-001252,2024-01-22,55.72,0.0,55.72,Direct
ORD-001253,2024-01-22,57.64,0.0,57.64,Direct
ORD-001254,2024-01-22,75.08,60.23,14.85,TikTok
ORD-001255,2024-01-22,58.28,0.0,58.28,Meta
ORD-001256,2024-01-22,60.48,0.0,60.48,Google
ORD-001257,2024-01-22,50.49,0.0,50.49,Email
ORD-001258,2024-01-22,40.89,0.0,40.89,Meta
ORD-001259,2024-01-22,83.75,0.0,83.75,Microsoft
ORD-001260,2024-01-22,35.16,0.0,35.16,Email
ORD-001261,2024-01-22,56.18,0.0,56.18,TikTok
ORD-001262,2024-01-22,101.59,0.0,101.59,Meta
ORD-001263,2024-01-22,40.62,0.0,40.62,Email
ORD-001264,2024-01-22,63.73,0.0,63.73,Meta
ORD-001265,2024-01-22,52.67,0.0,52.67,Meta
ORD-001266,2024-01-22,61.16,0.0,61.16,Google
ORD-001267,2024-01-22,54.98,0.0,54.98,Direct
ORD-001268,2024-01-22,65.21,0.0,65.21,Meta
ORD-001269,2024-01-22,71.91,0.0,71.91,Email
ORD-001270,2024-01-22,87.19,0.0,87.19,Direct
ORD-001271,2024-01-22,72.68,0.0,72.68,Meta
ORD-001272,2024-01-22,65.27,17.59,47.68,Meta
ORD-001273,2024-01-22,91.77,0.0,91.77,Google
ORD-001274,2024-01-22,61.5,0.0,61.5,Meta
ORD-001275,2024-01-23,62.47,0.0,62.47,Direct
ORD-001276,2024-01-23,79.97,0.0,79.97,Google
ORD-001277,2024-01-23,86.63,0.0,86.63,Meta
ORD-001278,2024-01-23,62.19,0.0,62.19,Email
ORD-001279,2024-01-23,24.2,0.0,24.2,Meta
ORD-001280,2024-01-23,79.38,0.0,79.38,Direct
ORD-001281,2024-01-23,48.2,0.0,48.2,Meta
ORD-001282,2024-01-23,58.44,0.0,58.44,Google
ORD-001283,2024-01-23,41.66,0.0,41.66,Email
ORD-001284,2024-01-23,69.71,0.0,69.71,Email
ORD-001285,2024-01-23,91.39,0.0,91.39,Email
ORD-001286,2024-01-23,62.03,0.0,62.03,Meta
ORD-001287,2024-01-23,55.8,0.0,55.8,Meta
ORD-001288,2024-01-23,92.62,92.32,0.3,TikTok
ORD-001289,2024-01-23,59.5,0.0,59.5,TikTok
ORD-001290,2024-01-23,57.73,31.93,25.8,Meta
ORD-001291,2024-01-23,57.23,0.0,57.23,Meta
ORD-001292,2024-01-23,73.86,0.0,73.86,Google
ORD-001293,2024-01-23,72.58,20.97,51.61,Meta
ORD-001294,2024-01-23,85.62,0.0,85.62,TikTok
ORD-001295,2024-01-23,73.86,0.0,73.86,Google
ORD-001296,2024-01-23,79.12,0.0,79.12,Direct
ORD-001297,2024-01-23,67.62,0.0,67.62,Google
ORD-001298,2024-01-23,55.27,0.0,55.27,TikTok
ORD-001299,2024-01-23,117.36,0.0,117.36,Microsoft
ORD-001300,2024-01-23,76.38,0.0,76.38,Meta
ORD-001301,2024-01-23,53.63,0.0,53.63,Email
ORD-001302,2024-01-23,70.38,0.0,70.38,Meta
ORD-001303,2024-01-23,65.23,0.0,65.23,Meta
ORD-001304,2024-01-23,44.17,0.0,44.17,Meta
ORD-001305,2024-01-23,40.38,0.0,40.38,Meta
ORD-001306,2024-01-23,63.68,0.0,63.68,Google
ORD-001307,2024-01-23,59.47,0.0,59.47,Meta
ORD-001308,2024-01-23,57.35,0.0,57.35,Google
ORD-001309,2024-01-23,82.65,0.0,82.65,Meta
ORD-001310,2024-01-23,63.0,0.0,63.0,Direct
ORD-001311,2024-01-23,78.45,0.0,78.45,Meta
ORD-001312,2024-01-23,60.17,0.0,60.17,Google
ORD-001313,2024-01-23,102.77,0.0,102.77,Meta
ORD-001314,2024-01-23,104.51,0.0,104.51,Email
ORD-001315,2024-01-23,50.66,0.0,50.66,Google
ORD-001316,2024-01-23,79.05,0.0,79.05,TikTok
ORD-001317,2024-01-23,122.8,0.0,122.8,Google
ORD-001318,2024-01-23,83.46,0.0,83.46,Meta
ORD-001319,2024-01-23,59.8,0.0,59.8,Google
ORD-001320,2024-01-23,57.34,0.0,57.34,Google
ORD-001321,2024-01-23,90.77,0.0,90.77,Meta
ORD-001322,2024-01-23,95.62,0.0,95.62,Meta
ORD-001323,2024-01-23,107.66,0.0,107.66,Microsoft
ORD-001324,2024-01-23,61.62,0.0,61.62,Google
ORD-001325,2024-01-23,79.21,0.0,79.21,Google
ORD-001326,2024-01-23,87.99,0.0,87.99,Direct
ORD-001327,2024-01-23,95.38,0.0,95.38,Direct
ORD-001328,2024-01-23,81.76,28.49,53.27,Meta
ORD-001329,2024-01-24,90.41,0.0,90.41,Direct
ORD-001330,2024-01-24,56.81,0.0,56.81,Meta
ORD-001331,2024-01-24,67.43,0.0,67.43,Email
ORD-001332,2024-01-24,103.11,0.0,103.11,Email
ORD-001333,2024-01-24,53.71,0.0,53.71,Email
ORD-001334,2024-01-24,114.55,0.0,114.55,TikTok
ORD-001335,2024-01-24,73.61,0.0,73.61,Microsoft
ORD-001336,2024-01-24,79.01,0.0,79.01,Google
ORD-001337,2024-01-24,65.54,0.0,65.54,Google
ORD-001338,2024-01-24,66.29,0.0,66.29,Meta
ORD-001339,2024-01-24,73.63,0.0,73.63,Meta
ORD-001340,2024-01-24,65.64,32.5,33.14,Google
ORD-001341,2024-01-24,71.64,0.0,71.64,Google
ORD-001342,2024-01-24,39.42,0.0,39.42,Email
ORD-001343,2024-01-24,57.42,0.0,57.42,Direct
ORD-001344,2024-01-24,78.03,0.0,78.03,Meta
ORD-001345,2024-01-24,67.98,0.0,67.98,Meta
ORD-001346,2024-01-24,65.89,0.0,65.89,Direct
ORD-001347,2024-01-24,70.21,0.0,70.21,Email
ORD-001348,2024-01-24,68.34,0.0,68.34,Meta
ORD-001349,2024-01-24,58.06,0.0,58.06,Direct
ORD-001350,2024-01-24,61.65,0.0,61.65,Meta
ORD-001351,2024-01-24,61.71,0.0,61.71,Direct
ORD-001352,2024-01-24,72.72,0.0,72.72,Direct
ORD-001353,2024-01-24,73.96,0.0,73.96,Direct
ORD-001354,2024-01-24,41.72,0.0,41.72,Meta
ORD-001355,2024-01-24,73.83,0.0,73.83,Meta
ORD-001356,2024-01-24,100.29,0.0,100.29,Meta
ORD-001357,2024-01-24,82.44,0.0,82.44,Google
ORD-001358,2024-01-24,57.15,0.0,57.15,Google
ORD-001359,2024-01-24,40.74,0.0,40.74,Email
ORD-001360,2024-01-24,69.49,0.0,69.49,Email
ORD-001361,2024-01-24,78.44,0.0,78.44,Direct
ORD-001362,2024-01-24,61.34,0.0,61.34,Google
ORD-001363,2024-01-24,66.4,0.0,66.4,Google
ORD-001364,2024-01-24,81.43,0.0,81.43,Meta
ORD-001365,2024-01-24,76.31,0.0,76.31,Google
ORD-001366,2024-01-24,48.57,0.0,48.57,Google
ORD-001367,2024-01-24,62.04,21.47,40.57,Direct
ORD-001368,2024-01-24,85.57,0.0,85.57,Google
ORD-001369,2024-01-24,83.58,0.0,83.58,Meta
ORD-001370,2024-01-24,18.58,4.63,13.95,Google
ORD-001371,2024-01-24,65.42,0.0,65.42,Direct
ORD-001372,2024-01-24,85.38,42.48,42.9,Email
ORD-001373,2024-01-24,72.35,0.0,72.35,Google
ORD-001374,2024-01-24,97.8,0.0,97.8,Meta
ORD-001375,2024-01-24,68.26,0.0,68.26,Meta
ORD-001376,2024-01-24,57.42,57.34,0.08,Meta
ORD-001377,2024-01-24,75.71,0.0,75.71,Email
ORD-001378,2024-01-24,92.68,0.0,92.68,Meta
ORD-001379,2024-01-24,80.33,0.0,80.33,TikTok
ORD-001380,2024-01-24,69.52,0.0,69.52,Google
ORD-001381,2024-01-24,64.69,0.0,64.69,Email
ORD-001382,2024-01-24,58.68,0.0,58.68,Email
ORD-001383,2024-01-24,72.78,0.0,72.78,Direct
ORD-001384,2024-01-24,79.21,0.0,79.21,Google
ORD-001385,2024-01-24,33.71,0.0,33.71,Google
ORD-001386,2024-01-24,37.72,0.0,37.72,Email
ORD-001387,2024-01-24,74.61,0.0,74.61,Meta
ORD-001388,2024-01-25,62.62,0.0,62.62,Google
ORD-001389,2024-01-25,82.82,0.0,82.82,Google
ORD-001390,2024-01-25,53.0,0.0,53.0,TikTok
ORD-001391,2024-01-25,81.27,0.0,81.27,Google
ORD-001392,2024-01-25,90.94,0.0,90.94,Google
ORD-001393,2024-01-25,54.44,0.0,54.44,Direct
ORD-001394,2024-01-25,83.36,0.0,83.36,Google
ORD-001395,2024-01-25,71.16,0.0,71.16,Google
ORD-001396,2024-01-25,48.08,0.0,48.08,Google
ORD-001397,2024-01-25,48.88,0.0,48.88,Direct
ORD-001398,2024-01-25,67.94,0.0,67.94,Google
ORD-001399,2024-01-25,59.39,0.0,59.39,Google
ORD-001400,2024-01-25,57.71,33.02,24.69,Google
ORD-001401,2024-01-25,80.78,0.0,80.78,Meta
ORD-001402,2024-01-25,53.16,0.0,53.16,Meta
ORD-001403,2024-01-25,93.56,0.0,93.56,Google
ORD-001404,2024-01-25,55.72,0.0,55.72,Email
ORD-001405,2024-01-25,61.98,0.0,61.98,Email
ORD-001406,2024-01-25,69.13,0.0,69.13,Meta
ORD-001407,2024-01-25,68.83,0.0,68.83,Google
ORD-001408,2024-01-25,80.77,0.0,80.77,Google
ORD-001409,2024-01-25,77.18,0.0,77.18,Meta
ORD-001410,2024-01-25,51.61,0.0,51.61,Google
ORD-001411,2024-01-25,74.86,0.0,74.86,Meta
ORD-001412,2024-01-25,49.04,0.0,49.04,Direct
ORD-001413,2024-01-25,66.74,0.0,66.74,Google
ORD-001414,2024-01-25,81.37,0.0,81.37,Google
ORD-001415,2024-01-25,64.41,0.0,64.41,Email
ORD-001416,2024-01-25,73.07,0.0,73.07,Google
ORD-001417,2024-01-25,86.69,0.0,86.69,Meta
ORD-001418,2024-01-25,77.61,0.0,77.61,TikTok
ORD-001419,2024-01-25,46.53,0.0,46.53,Meta
ORD-001420,2024-01-25,50.45,0.0,50.45,Google
ORD-001421,2024-01-25,89.28,0.0,89.28,Google
ORD-001422,2024-01-25,100.26,0.0,100.26,Google
ORD-001423,2024-01-25,58.85,0.0,58.85,Google
ORD-001424,2024-01-25,57.48,0.0,57.48,Email
ORD-001425,2024-01-25,30.67,0.0,30.67,Direct
ORD-001426,2024-01-25,39.63,0.0,39.63,Meta
ORD-001427,2024-01-25,48.16,0.0,48.16,Microsoft
ORD-001428,2024-01-25,83.19,0.0,83.19,Google
ORD-001429,2024-01-25,111.81,0.0,111.81,Email
ORD-001430,2024-01-25,61.18,0.0,61.18,Google
ORD-001431,2024-01-25,73.22,0.0,73.22,Meta
ORD-001432,2024-01-25,65.09,0.0,65.09,Email
ORD-001433,2024-01-25,82.98,0.0,82.98,Google
ORD-001434,2024-01-25,85.43,0.0,85.43,Meta
ORD-001435,2024-01-25,50.07,0.0,50.07,Meta
ORD-001436,2024-01-25,62.11,0.0,62.11,Microsoft
ORD-001437,2024-01-25,75.58,0.0,75.58,Google
ORD-001438,2024-01-25,78.08,0.0,78.08,TikTok
ORD-001439,2024-01-25,50.8,0.0,50.8,Meta
ORD-001440,2024-01-25,80.84,38.81,42.03,Meta
ORD-001441,2024-01-25,59.29,0.0,59.29,Email
ORD-001442,2024-01-25,69.07,0.0,69.07,TikTok
ORD-001443,2024-01-25,94.45,0.0,94.45,Google
ORD-001444,2024-01-25,59.27,0.0,59.27,Meta
ORD-001445,2024-01-25,49.5,0.0,49.5,Meta
ORD-001446,2024-01-25,58.84,0.0,58.84,Meta
ORD-001447,2024-01-25,65.11,0.0,65.11,Direct
ORD-001448,2024-01-25,59.22,0.0,59.22,Meta
ORD-001449,2024-01-25,92.93,65.12,27.81,Meta
ORD-001450,2024-01-25,61.27,0.0,61.27,Microsoft
ORD-001451,2024-01-25,70.8,0.0,70.8,Microsoft
ORD-001452,2024-01-25,81.67,0.0,81.67,Direct
ORD-001453,2024-01-25,64.6,0.0,64.6,Meta
ORD-001454,2024-01-25,47.67,0.0,47.67,Direct
ORD-001455,2024-01-25,64.0,0.0,64.0,Email
ORD-001456,2024-01-25,73.54,0.0,73.54,Meta
ORD-001457,2024-01-26,62.96,0.0,62.96,Google
ORD-001458,2024-01-26,75.14,62.34,12.8,Microsoft
ORD-001459,2024-01-26,52.91,0.0,52.91,Email
ORD-001460,2024-01-26,90.39,0.0,90.39,Google
ORD-001461,2024-01-26,43.09,0.0,43.09,Google
ORD-001462,2024-01-26,58.78,0.0,58.78,TikTok
ORD-001463,2024-01-26,94.46,0.0,94.46,Meta
ORD-001464,2024-01-26,79.09,0.0,79.09,Meta
ORD-001465,2024-01-26,51.58,0.0,51.58,Google
ORD-001466,2024-01-26,22.19,0.0,22.19,Meta
ORD-001467,2024-01-26,62.4,0.0,62.4,Email
ORD-001468,2024-01-26,52.73,0.0,52.73,Meta
ORD-001469,2024-01-26,90.12,0.0,90.12,Email
ORD-001470,2024-01-26,76.16,0.0,76.16,Google
ORD-001471,2024-01-26,52.44,0.0,52.44,Direct
ORD-001472,2024-01-26,86.74,0.0,86.74,Meta
ORD-001473,2024-01-26,120.98,0.0,120.98,Direct
ORD-001474,2024-01-26,70.18,0.0,70.18,Direct
ORD-001475,2024-01-26,40.33,0.0,40.33,Google
ORD-001476,2024-01-26,89.82,0.0,89.82,Meta
ORD-001477,2024-01-26,45.37,0.0,45.37,TikTok
ORD-001478,2024-01-26,56.34,0.0,56.34,Meta
ORD-001479,2024-01-26,50.0,0.0,50.0,Direct
ORD-001480,2024-01-26,53.56,0.0,53.56,TikTok
ORD-001481,2024-01-26,66.53,0.0,66.53,Meta
ORD-001482,2024-01-26,59.55,0.0,59.55,Email
ORD-001483,2024-01-26,53.17,47.02,6.15,Email
ORD-001484,2024-01-26,36.48,0.0,36.48,Direct
ORD-001485,2024-01-26,75.97,0.0,75.97,Google
ORD-001486,2024-01-26,66.45,0.0,66.45,Meta
ORD-001487,2024-01-26,83.29,0.0,83.29,TikTok
ORD-001488,2024-01-26,65.8,0.0,65.8,Direct
ORD-001489,2024-01-26,115.96,0.0,115.96,Meta
ORD-001490,2024-01-26,83.01,56.51,26.5,Email
ORD-001491,2024-01-26,105.63,0.0,105.63,Direct
ORD-001492,2024-01-26,87.77,0.0,87.77,Google
ORD-001493,2024-01-26,66.51,0.0,66.51,Google
ORD-001494,2024-01-26,57.98,0.0,57.98,Microsoft
ORD-001495,2024-01-26,84.09,0.0,84.09,Direct
ORD-001496,2024-01-26,80.4,0.0,80.4,Meta
ORD-001497,2024-01-26,79.2,0.0,79.2,Google
ORD-001498,2024-01-26,60.27,0.0,60.27,Google
ORD-001499,2024-01-26,84.49,0.0,84.49,Microsoft
ORD-001500,2024-01-26,98.05,0.0,98.05,TikTok
ORD-001501,2024-01-26,59.45,0.0,59.45,Meta
ORD-001502,2024-01-26,45.05,0.0,45.05,Google
ORD-001503,2024-01-26,86.78,70.62,16.16,Meta
ORD-001504,2024-01-26,62.66,0.0,62.66,Email
ORD-001505,2024-01-26,65.51,0.0,65.51,Meta
ORD-001506,2024-01-27,73.95,0.0,73.95,Google
ORD-001507,2024-01-27,66.51,0.0,66.51,Microsoft
ORD-001508,2024-01-27,54.01,0.0,54.01,Google
ORD-001509,2024-01-27,54.29,0.0,54.29,Direct
ORD-001510,2024-01-27,60.76,26.82,33.94,TikTok
ORD-001511,2024-01-27,83.79,0.0,83.79,Direct
ORD-001512,2024-01-27,45.61,0.0,45.61,TikTok
ORD-001513,2024-01-27,56.83,0.0,56.83,Email
ORD-001514,2024-01-27,54.4,0.0,54.4,Email
ORD-001515,2024-01-27,54.08,0.0,54.08,Email
ORD-001516,2024-01-27,45.5,0.0,45.5,Microsoft
ORD-001517,2024-01-27,85.53,0.0,85.53,Meta
ORD-001518,2024-01-27,52.33,0.0,52.33,Google
ORD-001519,2024-01-27,111.64,0.0,111.64,Direct
ORD-001520,2024-01-27,71.95,64.39,7.56,Direct
ORD-001521,2024-01-27,97.75,0.0,97.75,Google
ORD-001522,2024-01-27,39.94,0.0,39.94,Direct
ORD-001523,2024-01-27,59.69,0.0,59.69,Meta
ORD-001524,2024-01-27,84.3,0.0,84.3,TikTok
ORD-001525,2024-01-27,63.42,0.0,63.42,Meta
ORD-001526,2024-01-27,56.46,0.0,56.46,Direct
ORD-001527,2024-01-27,54.27,0.0,54.27,Google
ORD-001528,2024-01-27,93.7,0.0,93.7,Email
ORD-001529,2024-01-27,61.37,0.0,61.37,TikTok
ORD-001530,2024-01-27,81.77,0.0,81.77,Direct
ORD-001531,2024-01-27,65.81,0.0,65.81,Email
ORD-001532,2024-01-27,48.39,0.0,48.39,Direct
ORD-001533,2024-01-27,54.02,0.0,54.02,Meta
ORD-001534,2024-01-27,61.13,25.99,35.14,Meta
ORD-001535,2024-01-27,60.8,0.0,60.8,Meta
ORD-001536,2024-01-27,46.86,0.0,46.86,Meta
ORD-001537,2024-01-27,72.33,0.0,72.33,Google
ORD-001538,2024-01-27,77.32,0.0,77.32,Google
ORD-001539,2024-01-27,36.05,0.0,36.05,Direct
ORD-001540,2024-01-27,84.42,0.0,84.42,Meta
ORD-001541,2024-01-27,42.55,0.0,42.55,Google
ORD-001542,2024-01-27,70.34,0.0,70.34,Direct
ORD-001543,2024-01-27,59.79,0.0,59.79,Meta
ORD-001544,2024-01-27,47.58,0.0,47.58,TikTok
ORD-001545,2024-01-27,67.02,48.21,18.81,Google
ORD-001546,2024-01-27,66.39,0.0,66.39,Meta
ORD-001547,2024-01-27,30.16,0.0,30.16,Email
ORD-001548,2024-01-27,80.8,0.0,80.8,Google
ORD-001549,2024-01-27,96.92,0.0,96.92,Google
ORD-001550,2024-01-27,63.06,0.0,63.06,Google
ORD-001551,2024-01-27,38.43,0.0,38.43,Meta
ORD-001552,2024-01-27,44.31,0.0,44.31,Google
ORD-001553,2024-01-27,69.01,0.0,69.01,Meta
ORD-001554,2024-01-27,82.7,0.0,82.7,Direct
ORD-001555,2024-01-27,60.97,0.0,60.97,Microsoft
ORD-001556,2024-01-27,102.02,0.0,102.02,Meta
ORD-001557,2024-01-27,67.78,0.0,67.78,Direct
ORD-001558,2024-01-27,65.02,0.0,65.02,Google
ORD-001559,2024-01-27,77.32,0.0,77.32,Direct
ORD-001560,2024-01-27,47.36,0.0,47.36,Google
ORD-001561,2024-01-27,92.23,0.0,92.23,Direct
ORD-001562,2024-01-27,80.02,0.0,80.02,Google
ORD-001563,2024-01-28,87.18,0.0,87.18,Email
ORD-001564,2024-01-28,96.11,0.0,96.11,TikTok
ORD-001565,2024-01-28,86.02,0.0,86.02,Google
ORD-001566,2024-01-28,64.18,0.0,64.18,Meta
ORD-001567,2024-01-28,64.66,0.0,64.66,Meta
ORD-001568,2024-01-28,63.88,0.0,63.88,Email
ORD-001569,2024-01-28,95.2,0.0,95.2,Meta
ORD-001570,2024-01-28,68.75,53.58,15.17,Google
ORD-001571,2024-01-28,49.52,0.0,49.52,Google
ORD-001572,2024-01-28,27.77,0.0,27.77,Direct
ORD-001573,2024-01-28,56.25,0.0,56.25,Email
ORD-001574,2024-01-28,26.28,0.0,26.28,Email
ORD-001575,2024-01-28,67.75,0.0,67.75,Direct
ORD-001576,2024-01-28,53.73,0.0,53.73,Email
ORD-001577,2024-01-28,92.25,0.0,92.25,Meta
